boiler_no,TIME,Steam Pressure_Main Header,outdoor temperature,Temperature_Concentrated Water,Operating Time_Feed water,Temperature_Exhaust Gas,Volume_Feed water_delta,Temperature_Feed water,Temperature_Tube Wall,Damper Angle,Temperature_Scale,Temperature_External,Operating Status,Operating Code,Input Status,Power Usage_Meter,Steam Pressure,Operating Time_Chemical Injection,Combustion time,Number of Ignition,Gas consumption,Abnormal Blow Down
10,13hh45mm,0.693181818182,0.890312960634,0.447040618956,0.5,0.249394673123,0.854283302246,0.369565217391,0.849246231156,0.270588235294,0.878947368421,0.75,1.0,14.0,16.0,0.499958776692,0.819277108434,0.50000002981,0.5,0.500000029817,0.990393229315,0
10,14hh00mm,0.704545454545,0.896357044887,0.466021921341,0.5,0.232445520581,0.854280311964,0.376811594203,0.849246231156,0.266666666667,0.894736842105,0.770833333333,1.0,14.0,16.0,0.499976780152,0.819277108434,0.5,0.5,0.5,0.990393667568,0
10,14hh15mm,0.704545454545,0.892452862403,0.458774983881,0.5,0.232445520581,0.854279230373,0.376811594203,0.849246231156,0.250980392157,0.889473684211,0.791666666667,1.0,14.0,16.0,0.499975395271,0.819277108434,0.5,0.5,0.5,0.990393542353,0
10,14hh30mm,0.727272727273,0.889459276417,0.474248871696,0.5,0.227602905569,0.854277512551,0.384057971014,0.849246231156,0.380392156863,0.889473684211,0.791666666667,0.0,0.0,0.0,0.499969163303,0.807228915663,0.5,0.5,0.5,0.990393487199,0
10,14hh45mm,0.647727272727,0.889703999226,0.478723404255,0.5,0.181598062954,0.854262624764,0.36231884058,0.834170854271,0.0,0.852631578947,0.8125,0.0,5.0,0.0,0.49991376804,0.710843373494,0.5,0.5,0.5,0.990392604234,0
10,15hh00mm,0.704545454545,0.897028609804,0.476905222437,0.5,0.164648910412,0.854260143466,0.36231884058,0.844221105528,0.0,0.831578947368,0.791666666667,0.0,5.0,0.0,0.499909613396,0.710843373494,0.5,0.5,0.5,0.990392540632,0
10,15hh15mm,0.715909090909,0.898127016829,0.482952933591,0.5,0.152542372881,0.854260207089,0.36231884058,0.849246231156,0.0,0.821052631579,0.791666666667,0.0,5.0,0.0,0.499908920955,0.710843373494,0.5,0.5,0.5,0.990392540632,0
10,15hh30mm,0.715909090909,0.894649676454,0.485132172792,0.5,0.145278450363,0.85426128868,0.36231884058,0.849246231156,0.0,0.810526315789,0.770833333333,0.0,5.0,0.0,0.499910305836,0.722891566265,0.5,0.5,0.5,0.990392540632,0
10,15hh45mm,0.727272727273,0.89806441332,0.482101869761,0.5,0.138014527845,0.854260207089,0.355072463768,0.839195979899,0.0,0.8,0.770833333333,0.0,5.0,0.0,0.499908920955,0.698795180723,0.5,0.5,0.5,0.990392540632,0
10,16hh00mm,0.681818181818,0.902156406331,0.485970341715,0.5,0.138014527845,0.854261352304,0.36231884058,0.824120603015,0.0,0.789473684211,0.75,0.0,5.0,0.0,0.499910305836,0.66265060241,0.5,0.5,0.5,0.990392540632,0
10,16hh15mm,0.681818181818,0.890130841334,0.500967117988,0.5,0.138014527845,0.854262624764,0.376811594203,0.809045226131,0.0,0.778947368421,0.75,0.0,5.0,0.0,0.499910305836,0.638554216867,0.5,0.5,0.5,0.990392540632,0
10,16hh30mm,0.647727272727,0.88433147989,0.513294648614,0.5,0.135593220339,0.854262243026,0.36231884058,0.798994974874,0.0,0.773684210526,0.729166666667,0.0,5.0,0.0,0.499909613396,0.614457831325,0.5,0.5,0.5,0.990392540632,0
10,16hh45mm,0.659090909091,0.886471381659,0.534687298517,0.5,0.135593220339,0.854261924911,0.369565217391,0.788944723618,0.0,0.763157894737,0.729166666667,0.0,5.0,0.0,0.499910998277,0.55421686747,0.5,0.5,0.5,0.990392540632,1
10,17hh00mm,0.704545454545,0.876335304395,0.556092843327,0.5,0.135593220339,0.854262624764,0.376811594203,0.773869346734,0.0,0.752631578947,0.729166666667,0.0,5.0,0.0,0.499910305836,0.518072289157,0.5,0.5,0.5,0.990392540632,1
10,17hh15mm,0.715909090909,0.87749631493,0.566731141199,0.5,0.138014527845,0.854262561141,0.391304347826,0.763819095477,0.0,0.742105263158,0.75,0.0,5.0,0.0,0.499910305836,0.481927710843,0.5,0.5,0.5,0.990392540632,1
10,17hh30mm,0.715909090909,0.878287395637,0.56720825274,0.5,0.138014527845,0.854262688387,0.413043478261,0.753768844221,0.0,0.726315789474,0.729166666667,0.0,5.0,0.0,0.499910305836,0.44578313253,0.5,0.5,0.5,0.990392540632,1
10,17hh45mm,0.727272727273,0.874320609644,0.567092198582,0.5,0.140435835351,0.85426147955,0.405797101449,0.738693467337,0.0,0.715789473684,0.729166666667,0.0,5.0,0.0,0.499909613396,0.409638554217,0.5,0.5,0.5,0.990392540632,1
10,18hh00mm,0.704545454545,0.876335304395,0.569864603482,0.5,0.140435835351,0.854262624764,0.413043478261,0.72864321608,0.0,0.694736842105,0.729166666667,0.0,5.0,0.0,0.499910305836,0.373493975904,0.5,0.5,0.5,0.990392540632,1
10,18hh15mm,0.704545454545,0.875299500879,0.547388781431,0.5,0.138014527845,0.854261543173,0.413043478261,0.708542713568,0.0,0.684210526316,0.708333333333,0.0,5.0,0.0,0.499909613396,0.33734939759,0.5,0.5,0.5,0.990392540632,1
10,18hh30mm,0.704545454545,0.874627935962,0.514738878143,0.5,0.138014527845,0.85426147955,0.413043478261,0.70351758794,0.0,0.673684210526,0.729166666667,0.0,5.0,0.0,0.499909613396,0.313253012048,0.5,0.5,0.5,0.990392540632,1
10,18hh45mm,0.704545454545,0.872732757002,0.494068343005,0.500000029811,0.135593220339,0.85426147955,0.413043478261,0.688442211055,0.0,0.657894736842,0.708333333333,0.0,5.0,0.0,0.499909613396,0.289156626506,0.5,0.5,0.5,0.990392540632,1
10,19hh00mm,0.715909090909,0.874138490345,0.479806576402,0.5,0.133171912833,0.854260334335,0.384057971014,0.678391959799,0.0,0.657894736842,0.708333333333,0.0,5.0,0.0,0.499909613396,0.253012048193,0.5,0.5,0.5,0.990392540632,1
10,19hh15mm,0.659090909091,0.8685212482,0.47279174726,0.5,0.133171912833,0.854261543173,0.391304347826,0.668341708543,0.0,0.642105263158,0.729166666667,0.0,5.0,0.0,0.499909613396,0.228915662651,0.5,0.5,0.5,0.990392540632,1
10,19hh30mm,0.704545454545,0.867730167493,0.467956157318,0.5,0.133171912833,0.854260334335,0.376811594203,0.653266331658,0.0,0.636842105263,0.708333333333,0.0,5.0,0.0,0.499909613396,0.204819277108,0.5,0.5,0.5,0.990392540632,1
10,19hh45mm,0.727272727273,0.868828574518,0.45889103804,0.5,0.133171912833,0.854261670419,0.391304347826,0.643216080402,0.0,0.626315789474,0.708333333333,0.0,5.0,0.0,0.499909613396,0.192771084337,0.5,0.5,0.5,0.990392540632,1
10,20hh00mm,0.715909090909,0.873956371045,0.455022566086,0.5,0.130750605327,0.854260397958,0.369565217391,0.638190954774,0.0,0.610526315789,0.708333333333,0.0,5.0,0.0,0.499908920955,0.168674698795,0.5,0.5,0.5,0.990392540632,1
10,20hh15mm,0.715909090909,0.872613241211,0.451154094133,0.5,0.125907990315,0.854260334335,0.355072463768,0.623115577889,0.0,0.605263157895,0.708333333333,0.0,5.0,0.0,0.499909613396,0.156626506024,0.5,0.5,0.5,0.990392540632,1
10,20hh30mm,0.715909090909,0.871577437695,0.449335912315,0.5,0.125907990315,0.854260334335,0.355072463768,0.613065326633,0.0,0.6,0.729166666667,0.0,5.0,0.0,0.499908920955,0.132530120482,0.5,0.5,0.5,0.990392540632,1
10,20hh45mm,0.715909090909,0.872061192085,0.447530625403,0.5,0.125907990315,0.854260334335,0.340579710145,0.608040201005,0.0,0.589473684211,0.708333333333,0.0,5.0,0.0,0.499909613396,0.120481927711,0.5,0.5,0.5,0.990392540632,1
10,21hh00mm,0.693181818182,0.871150595587,0.451760154739,0.5,0.123486682809,0.854260334335,0.340579710145,0.597989949749,0.0,0.584210526316,0.6875,0.0,5.0,0.0,0.499908920955,0.10843373494,0.5,0.5,0.5,0.990392540632,1
10,21hh15mm,0.715909090909,0.872613241211,0.453578336557,0.5,0.123486682809,0.854260397958,0.347826086957,0.587939698492,0.0,0.573684210526,0.708333333333,0.0,5.0,0.0,0.499909613396,0.0963855421687,0.5,0.5,0.5,0.990392540632,1
10,21hh30mm,0.704545454545,0.872550637702,0.45079303675,0.5,0.123486682809,0.854260397958,0.347826086957,0.577889447236,0.0,0.563157894737,0.6875,0.0,5.0,0.0,0.499908920955,0.0843373493976,0.5,0.5,0.5,0.990392540632,1
10,21hh45mm,0.704545454545,0.871087992078,0.45031592521,0.5,0.121065375303,0.854260397958,0.355072463768,0.572864321608,0.0,0.552631578947,0.708333333333,0.0,5.0,0.0,0.499909613396,0.0722891566265,0.5,0.5,0.5,0.990392540632,1
10,22hh00mm,0.715909090909,0.869807465753,0.463004513217,0.5,0.121065375303,0.854259061875,0.311594202899,0.562814070352,0.0,0.552631578947,0.6875,0.0,5.0,0.0,0.499908920955,0.0602409638554,0.5,0.5,0.5,0.990392540632,1
10,22hh15mm,0.693181818182,0.869380623645,0.47944551902,0.5,0.121065375303,0.854260397958,0.326086956522,0.552763819095,0.0,0.536842105263,0.6875,0.0,5.0,0.0,0.499908920955,0.0481927710843,0.5,0.5,0.5,0.990392540632,1
10,22hh30mm,0.715909090909,0.868157009601,0.497575757576,0.5,0.118644067797,0.854260397958,0.347826086957,0.547738693467,0.0,0.531578947368,0.6875,0.0,5.0,0.0,0.499909613396,0.0481927710843,0.5,0.5,0.5,0.990392540632,1
10,22hh45mm,0.715909090909,0.86614231485,0.514377820761,0.5,0.121065375303,0.854259061875,0.31884057971,0.537688442211,0.0,0.526315789474,0.6875,0.0,5.0,0.0,0.499908920955,0.0361445783133,0.5,0.5,0.5,0.990392540632,1
10,23hh00mm,0.715909090909,0.868709058728,0.532030947776,0.5,0.118644067797,0.854260334335,0.347826086957,0.532663316583,0.0,0.515789473684,0.6875,0.0,5.0,0.0,0.499908920955,0.0240963855422,0.5,0.5,0.5,0.990392540632,1
10,23hh15mm,0.715909090909,0.866387037659,0.551863313991,0.5,0.118644067797,0.854259061875,0.304347826087,0.522613065327,0.0,0.515789473684,0.6875,0.0,5.0,0.0,0.499908920955,0.0240963855422,0.5,0.5,0.5,0.990392540632,1
10,23hh30mm,0.715909090909,0.865470749933,0.541947130883,0.5,0.118644067797,0.854259061875,0.282608695652,0.517587939698,0.0,0.505263157895,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0120481927711,0.5,0.5,0.5,0.990392540632,1
10,23hh45mm,0.715909090909,0.866694363977,0.524655061251,0.5,0.118644067797,0.854260397958,0.326086956522,0.51256281407,0.0,0.494736842105,0.6875,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,00hh00mm,0.715909090909,0.865226027124,0.512327530625,0.5,0.118644067797,0.854259061875,0.297101449275,0.502512562814,0.0,0.489473684211,0.6875,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,00hh15mm,0.727272727273,0.863518658691,0.505557704707,0.5,0.118644067797,0.854259061875,0.268115942029,0.497487437186,0.0,0.489473684211,0.6875,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,00hh30mm,0.727272727273,0.865778076251,0.509903288201,0.5,0.116222760291,0.854259061875,0.253623188406,0.492462311558,0.0,0.484210526316,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,00hh45mm,0.715909090909,0.862966609565,0.52114764668,0.5,0.118644067797,0.854260461581,0.340579710145,0.48743718593,0.0,0.473684210526,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,01hh00mm,0.715909090909,0.864008104309,0.535654416505,0.5,0.116222760291,0.854259061875,0.311594202899,0.477386934673,0.0,0.468421052632,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,01hh15mm,0.715909090909,0.863399142901,0.552095422308,0.5,0.118644067797,0.854259061875,0.282608695652,0.472361809045,0.0,0.463157894737,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,01hh30mm,0.715909090909,0.8639455008,0.567569310123,0.5,0.116222760291,0.854259061875,0.260869565217,0.467336683417,0.0,0.463157894737,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,01hh45mm,0.715909090909,0.862727577984,0.560928433269,0.5,0.116222760291,0.854259061875,0.246376811594,0.462311557789,0.0,0.457894736842,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,02hh00mm,0.715909090909,0.862539767456,0.539767891683,0.5,0.116222760291,0.854259061875,0.239130434783,0.457286432161,0.0,0.457894736842,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,02hh15mm,0.715909090909,0.861993409558,0.516196002579,0.5,0.116222760291,0.854260461581,0.333333333333,0.452261306533,0.0,0.447368421053,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,02hh30mm,0.727272727273,0.861196637622,0.493462282398,0.5,0.116222760291,0.854259061875,0.297101449275,0.442211055276,0.0,0.447368421053,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,02hh45mm,0.727272727273,0.860468160424,0.481985815603,0.5,0.116222760291,0.854259061875,0.268115942029,0.437185929648,0.0,0.442105263158,0.666666666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,03hh00mm,0.715909090909,0.860650279724,0.472546744036,0.5,0.116222760291,0.854259061875,0.246376811594,0.437185929648,0.0,0.442105263158,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,03hh15mm,0.738636363636,0.861930806049,0.470496453901,0.5,0.116222760291,0.854259061875,0.239130434783,0.43216080402,0.0,0.436842105263,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,03hh30mm,0.715909090909,0.859244546381,0.464216634429,0.5,0.116222760291,0.854260143466,0.333333333333,0.427135678392,0.0,0.436842105263,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0120481927711,0.5,0.5,0.5,0.990392540632,1
10,03hh45mm,0.727272727273,0.858999823572,0.46107027724,0.5,0.113801452785,0.854259061875,0.289855072464,0.422110552764,0.0,0.431578947368,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0120481927711,0.5,0.5,0.5,0.990392540632,1
10,04hh00mm,0.738636363636,0.860468160424,0.459858156028,0.5,0.113801452785,0.854259061875,0.268115942029,0.417085427136,0.0,0.426315789474,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,04hh15mm,0.738636363636,0.859978714807,0.451154094133,0.5,0.113801452785,0.854260397958,0.347826086957,0.412060301508,0.0,0.421052631579,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0120481927711,0.5,0.5,0.5,0.990392540632,1
10,04hh30mm,0.693181818182,0.860957606042,0.442578981302,0.5,0.113801452785,0.854259061875,0.311594202899,0.412060301508,0.0,0.415789473684,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,04hh45mm,0.704545454545,0.856376167413,0.438697614442,0.5,0.113801452785,0.854259061875,0.275362318841,0.407035175879,0.0,0.415789473684,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,05hh00mm,0.704545454545,0.856740406012,0.436041263701,0.5,0.113801452785,0.854259061875,0.246376811594,0.402010050251,0.0,0.410526315789,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,05hh15mm,0.704545454545,0.860468160424,0.441005802708,0.5,0.113801452785,0.854259061875,0.239130434783,0.396984924623,0.0,0.410526315789,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,05hh30mm,0.715909090909,0.857901416547,0.452611218569,0.5,0.111380145278,0.854260461581,0.31884057971,0.396984924623,0.0,0.405263157895,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,05hh45mm,0.704545454545,0.858572981464,0.467711154094,0.5,0.111380145278,0.854259061875,0.282608695652,0.391959798995,0.0,0.405263157895,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,06hh00mm,0.715909090909,0.854486679681,0.484165054803,0.5,0.113801452785,0.854259061875,0.253623188406,0.386934673367,0.0,0.4,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,06hh15mm,0.647727272727,0.853388272655,0.493836234687,0.5,0.111380145278,0.854259061875,0.239130434783,0.386934673367,0.0,0.4,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,06hh30mm,0.647727272727,0.853752511254,0.510148291425,0.5,0.111380145278,0.854259061875,0.224637681159,0.381909547739,0.0,0.394736842105,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,06hh45mm,0.681818181818,0.854543591962,0.510032237266,0.5,0.111380145278,0.854260397958,0.304347826087,0.381909547739,0.0,0.389473684211,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,07hh00mm,0.693181818182,0.85704773233,0.500232108317,0.5,0.111380145278,0.854259061875,0.275362318841,0.376884422111,0.0,0.389473684211,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,07hh15mm,0.704545454545,0.858572981464,0.493462282398,0.5,0.111380145278,0.854259061875,0.253623188406,0.371859296482,0.0,0.384210526316,0.583333333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,07hh30mm,0.704545454545,0.858755100763,0.497098646035,0.5,0.111380145278,0.854259061875,0.231884057971,0.366834170854,0.0,0.384210526316,0.604166666667,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,07hh45mm,0.693181818182,0.860832399023,0.509903288201,0.5,0.111380145278,0.854260397958,0.333333333333,0.366834170854,0.0,0.378947368421,0.604166666667,0.0,5.0,0.0,0.499908920955,0.0120481927711,0.5,0.5,0.5,0.990392540632,1
10,08hh00mm,0.693181818182,0.860405556915,0.525016118633,0.5,0.111380145278,0.854259061875,0.289855072464,0.361809045226,0.0,0.378947368421,0.645833333333,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,08hh15mm,0.625,0.861623479731,0.540490006447,0.5,0.111380145278,0.854259061875,0.260869565217,0.356783919598,0.0,0.378947368421,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,08hh30mm,0.715909090909,0.86138444815,0.562733720181,0.5,0.113801452785,0.854259061875,0.239130434783,0.361809045226,0.0,0.373684210526,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,08hh45mm,0.738636363636,0.862175528857,0.565157962605,0.5,0.111380145278,0.854259061875,0.217391304348,0.35175879397,0.0,0.373684210526,0.625,0.0,5.0,0.0,0.499908920955,0.0,0.5,0.5,0.5,0.990392540632,1
10,09hh00mm,0.704545454545,0.864127620099,0.567092198582,0.5,0.154963680387,0.85426128868,0.36231884058,0.839195979899,0.0,0.736842105263,0.645833333333,0.0,5.0,0.0,0.499927616856,0.759036144578,0.5,0.5,0.500000029817,0.990392795038,0
10,09hh15mm,0.704545454545,0.867485444684,0.564306898775,0.5,0.217917675545,0.854266251276,0.413043478261,0.829145728643,0.0,0.815789473684,0.6875,0.0,5.0,0.0,0.499947005198,0.722891566265,0.5,0.500000029812,0.500000059634,0.990392982363,0
10,09hh30mm,0.704545454545,0.869437535926,0.553191489362,0.5,0.169491525424,0.854260079843,0.398550724638,0.819095477387,0.0,0.815789473684,0.729166666667,0.0,5.0,0.0,0.499909613396,0.686746987952,0.5,0.5,0.5,0.990392540632,0
10,09hh45mm,0.715909090909,0.869318020136,0.526589297228,0.5,0.157384987893,0.854260079843,0.398550724638,0.809045226131,0.0,0.810526315789,0.75,0.0,5.0,0.0,0.499908920955,0.650602409639,0.5,0.5,0.5,0.990392540632,0
10,10hh00mm,0.681818181818,0.870535942951,0.492740167634,0.5,0.145278450363,0.854259061875,0.340579710145,0.798994974874,0.0,0.8,0.75,0.0,5.0,0.0,0.499908920955,0.602409638554,0.5,0.5,0.5,0.990392540632,0
10,10hh15mm,0.704545454545,0.872550637702,0.45611863314,0.5,0.232445520581,0.854262370272,0.376811594203,0.849246231156,0.250980392157,0.857894736842,0.708333333333,1.0,14.0,16.0,0.499933156382,0.819277108434,0.5,0.5,0.500000059634,0.99039285367,0
10,10hh30mm,0.715909090909,0.874320609644,0.450548033527,0.5,0.227602905569,0.854277767043,0.36231884058,0.849246231156,0.235294117647,0.884210526316,0.708333333333,1.0,14.0,16.0,0.499970548185,0.819277108434,0.5,0.5,0.5,0.990393487199,0
10,10hh45mm,0.715909090909,0.879084167573,0.442088974855,0.5,0.225181598063,0.854277130813,0.36231884058,0.849246231156,0.239215686275,0.884210526316,0.729166666667,1.0,14.0,16.0,0.499970548185,0.819277108434,0.5,0.5,0.5,0.990393479746,0
10,11hh00mm,0.693181818182,0.881525704432,0.446447453256,0.5,0.239709443099,0.854279548488,0.369565217391,0.849246231156,0.333333333333,0.905263157895,0.708333333333,1.0,14.0,16.0,0.499978165034,0.819277108434,0.5,0.5,0.5,0.990393604961,0
10,11hh15mm,0.715909090909,0.883295676374,0.447285622179,0.5,0.227602905569,0.854280693702,0.36231884058,0.849246231156,0.235294117647,0.889473684211,0.75,1.0,14.0,16.0,0.499976780152,0.819277108434,0.5,0.500000029812,0.5,0.990393676512,0
10,11hh30mm,0.568181818182,0.883904637782,0.442088974855,0.5,0.234866828087,0.854276558206,0.36231884058,0.829145728643,0.380392156863,0.894736842105,0.791666666667,1.0,14.0,16.0,0.499969163303,0.734939759036,0.5,0.5,0.5,0.990393494652,0
10,11hh45mm,0.715909090909,0.889396672908,0.43556415216,0.5,0.222760290557,0.854279548488,0.36231884058,0.844221105528,0.23137254902,0.884210526316,0.8125,1.0,14.0,16.0,0.499973317948,0.819277108434,0.5,0.5,0.5,0.990393550303,0
10,12hh00mm,0.715909090909,0.886101451832,0.442088974855,0.5,0.217917675545,0.854276685452,0.355072463768,0.849246231156,0.2,0.884210526316,0.833333333333,1.0,14.0,16.0,0.49996639354,0.819277108434,0.5,0.5,0.5,0.990393424094,0
10,12hh15mm,0.704545454545,0.883050953565,0.441482914249,0.5,0.230024213075,0.85427643096,0.36231884058,0.849246231156,0.282352941176,0.894736842105,0.8125,1.0,14.0,16.0,0.499968470863,0.819277108434,0.5,0.500000029812,0.5,0.990393487199,0
10,12hh30mm,0.715909090909,0.884940441298,0.445957446809,0.5,0.230024213075,0.854279930226,0.36231884058,0.849246231156,0.23137254902,0.894736842105,0.8125,1.0,14.0,16.0,0.49997470283,0.819277108434,0.5,0.5,0.5,0.990393613408,0
10,12hh45mm,0.715909090909,0.8889698308,0.462153449387,0.5,0.222760290557,0.85427706719,0.369565217391,0.849246231156,0.207843137255,0.884210526316,0.833333333333,1.0,14.0,16.0,0.499967778422,0.807228915663,0.5,0.5,0.5,0.990393424094,0
10,13hh00mm,0.738636363636,0.888360869392,0.460580270793,0.5,0.217917675545,0.8542743314,0.369565217391,0.849246231156,0.188235294118,0.873684210526,0.854166666667,1.0,14.0,16.0,0.499961546455,0.819277108434,0.5,0.5,0.5,0.99039336099,0
10,13hh15mm,0.704545454545,0.897273332612,0.457807865893,0.500000029811,0.179176755448,0.85426338824,0.340579710145,0.839195979899,0.0,0.852631578947,0.833333333333,0.0,5.0,0.0,0.499920692448,0.771084337349,0.5,0.5,0.5,0.990392666841,0
